timestamp,date,activity,non_wear,technical_fault,is_usable_day,activity_cleaned,activity_gaps_filled,hour
2010-11-01 17:00:00,2010-11-01,0,False,False,True,0.0,149.5,0
2010-11-01 17:01:00,2010-11-01,52,False,False,True,52.0,52.0,0
2010-11-01 17:02:00,2010-11-01,232,False,False,True,232.0,232.0,0
2010-11-01 17:03:00,2010-11-01,808,False,False,True,808.0,808.0,0
2010-11-01 17:04:00,2010-11-01,315,False,False,True,315.0,315.0,0
2010-11-01 17:05:00,2010-11-01,384,False,False,True,384.0,384.0,0
2010-11-01 17:06:00,2010-11-01,1958,False,False,True,1958.0,1958.0,0
2010-11-01 17:07:00,2010-11-01,168,False,False,True,168.0,168.0,0
2010-11-01 17:08:00,2010-11-01,325,False,False,True,325.0,325.0,0
2010-11-01 17:09:00,2010-11-01,258,False,False,True,258.0,258.0,0
2010-11-01 17:10:00,2010-11-01,275,False,False,True,275.0,275.0,0
2010-11-01 17:11:00,2010-11-01,275,False,False,True,275.0,275.0,0
2010-11-01 17:12:00,2010-11-01,325,False,False,True,325.0,325.0,0
2010-11-01 17:13:00,2010-11-01,0,False,False,True,0.0,149.5,0
2010-11-01 17:14:00,2010-11-01,62,False,False,True,62.0,62.0,0
2010-11-01 17:15:00,2010-11-01,182,False,False,True,182.0,182.0,0
2010-11-01 17:16:00,2010-11-01,304,False,False,True,304.0,304.0,0
2010-11-01 17:17:00,2010-11-01,258,False,False,True,258.0,258.0,0
2010-11-01 17:18:00,2010-11-01,567,False,False,True,567.0,567.0,0
2010-11-01 17:19:00,2010-11-01,258,False,False,True,258.0,258.0,0
2010-11-01 17:20:00,2010-11-01,258,False,False,True,258.0,258.0,0
2010-11-01 17:21:00,2010-11-01,0,False,False,True,0.0,149.5,0
2010-11-01 17:22:00,2010-11-01,0,False,False,True,0.0,149.5,0
2010-11-01 17:23:00,2010-11-01,62,False,False,True,62.0,62.0,0
2010-11-01 17:24:00,2010-11-01,348,False,False,True,348.0,348.0,0
2010-11-01 17:25:00,2010-11-01,28,False,False,True,28.0,28.0,0
2010-11-01 17:26:00,2010-11-01,3,False,False,True,3.0,3.0,0
2010-11-01 17:27:00,2010-11-01,438,False,False,True,438.0,438.0,0
2010-11-01 17:28:00,2010-11-01,7,False,False,True,7.0,7.0,0
2010-11-01 17:29:00,2010-11-01,258,False,False,True,258.0,258.0,0
2010-11-01 17:30:00,2010-11-01,111,False,False,True,111.0,111.0,0
2010-11-01 17:31:00,2010-11-01,35,False,False,True,35.0,35.0,0
2010-11-01 17:32:00,2010-11-01,80,False,False,True,80.0,80.0,0
2010-11-01 17:33:00,2010-11-01,424,False,False,True,424.0,424.0,0
2010-11-01 17:34:00,2010-11-01,711,False,False,True,711.0,711.0,0
2010-11-01 17:35:00,2010-11-01,424,False,False,True,424.0,424.0,0
2010-11-01 17:36:00,2010-11-01,396,False,False,True,396.0,396.0,0
2010-11-01 17:37:00,2010-11-01,284,False,False,True,284.0,284.0,0
2010-11-01 17:38:00,2010-11-01,175,False,False,True,175.0,175.0,0
2010-11-01 17:39:00,2010-11-01,86,False,False,True,86.0,86.0,0
2010-11-01 17:40:00,2010-11-01,42,False,False,True,42.0,42.0,0
2010-11-01 17:41:00,2010-11-01,43,False,False,True,43.0,43.0,0
2010-11-01 17:42:00,2010-11-01,126,False,False,True,126.0,126.0,0
2010-11-01 17:43:00,2010-11-01,889,False,False,True,889.0,889.0,0
2010-11-01 17:44:00,2010-11-01,889,False,False,True,889.0,889.0,0
2010-11-01 17:45:00,2010-11-01,1043,False,False,True,1043.0,1043.0,0
2010-11-01 17:46:00,2010-11-01,1076,False,False,True,1076.0,1076.0,0
2010-11-01 17:47:00,2010-11-01,116,False,False,True,116.0,116.0,0
2010-11-01 17:48:00,2010-11-01,189,False,False,True,189.0,189.0,0
2010-11-01 17:49:00,2010-11-01,258,False,False,True,258.0,258.0,0
2010-11-01 17:50:00,2010-11-01,157,False,False,True,157.0,157.0,0
2010-11-01 17:51:00,2010-11-01,410,False,False,True,410.0,410.0,0
2010-11-01 17:52:00,2010-11-01,348,False,False,True,348.0,348.0,0
2010-11-01 17:53:00,2010-11-01,758,False,False,True,758.0,758.0,0
2010-11-01 17:54:00,2010-11-01,515,False,False,True,515.0,515.0,0
2010-11-01 17:55:00,2010-11-01,182,False,False,True,182.0,182.0,0
2010-11-01 17:56:00,2010-11-01,515,False,False,True,515.0,515.0,0
2010-11-01 17:57:00,2010-11-01,918,False,False,True,918.0,918.0,0
2010-11-01 17:58:00,2010-11-01,1110,False,False,True,1110.0,1110.0,0
2010-11-01 17:59:00,2010-11-01,666,False,False,True,666.0,666.0,0
2010-11-01 18:00:00,2010-11-01,1110,False,False,True,1110.0,1110.0,1
2010-11-01 18:01:00,2010-11-01,666,False,False,True,666.0,666.0,1
2010-11-01 18:02:00,2010-11-01,711,False,False,True,711.0,711.0,1
2010-11-01 18:03:00,2010-11-01,182,False,False,True,182.0,182.0,1
2010-11-01 18:04:00,2010-11-01,66,False,False,True,66.0,66.0,1
2010-11-01 18:05:00,2010-11-01,142,False,False,True,142.0,142.0,1
2010-11-01 18:06:00,2010-11-01,304,False,False,True,304.0,304.0,1
2010-11-01 18:07:00,2010-11-01,550,False,False,True,550.0,550.0,1
2010-11-01 18:08:00,2010-11-01,424,False,False,True,424.0,424.0,1
2010-11-01 18:09:00,2010-11-01,758,False,False,True,758.0,758.0,1
2010-11-01 18:10:00,2010-11-01,1221,False,False,True,1221.0,1221.0,1
2010-11-01 18:11:00,2010-11-01,1221,False,False,True,1221.0,1221.0,1
2010-11-01 18:12:00,2010-11-01,1301,False,False,True,1301.0,1301.0,1
2010-11-01 18:13:00,2010-11-01,1386,False,False,True,1386.0,1386.0,1
2010-11-01 18:14:00,2010-11-01,1522,False,False,True,1522.0,1522.0,1
2010-11-01 18:15:00,2010-11-01,1221,False,False,True,1221.0,1221.0,1
2010-11-01 18:16:00,2010-11-01,360,False,False,True,360.0,360.0,1
2010-11-01 18:17:00,2010-11-01,424,False,False,True,424.0,424.0,1
2010-11-01 18:18:00,2010-11-01,195,False,False,True,195.0,195.0,1
2010-11-01 18:19:00,2010-11-01,52,False,False,True,52.0,52.0,1
2010-11-01 18:20:00,2010-11-01,45,False,False,True,45.0,45.0,1
2010-11-01 18:21:00,2010-11-01,86,False,False,True,86.0,86.0,1
2010-11-01 18:22:00,2010-11-01,645,False,False,True,645.0,645.0,1
2010-11-01 18:23:00,2010-11-01,1147,False,False,True,1147.0,1147.0,1
2010-11-01 18:24:00,2010-11-01,152,False,False,True,152.0,152.0,1
2010-11-01 18:25:00,2010-11-01,232,False,False,True,232.0,232.0,1
2010-11-01 18:26:00,2010-11-01,979,False,False,True,979.0,979.0,1
2010-11-01 18:27:00,2010-11-01,586,False,False,True,586.0,586.0,1
2010-11-01 18:28:00,2010-11-01,294,False,False,True,294.0,294.0,1
2010-11-01 18:29:00,2010-11-01,5,False,False,True,5.0,5.0,1
2010-11-01 18:30:00,2010-11-01,275,False,False,True,275.0,275.0,1
2010-11-01 18:31:00,2010-11-01,182,False,False,True,182.0,182.0,1
2010-11-01 18:32:00,2010-11-01,152,False,False,True,152.0,152.0,1
2010-11-01 18:33:00,2010-11-01,372,False,False,True,372.0,372.0,1
2010-11-01 18:34:00,2010-11-01,1043,False,False,True,1043.0,1043.0,1
2010-11-01 18:35:00,2010-11-01,979,False,False,True,979.0,979.0,1
2010-11-01 18:36:00,2010-11-01,424,False,False,True,424.0,424.0,1
2010-11-01 18:37:00,2010-11-01,834,False,False,True,834.0,834.0,1
2010-11-01 18:38:00,2010-11-01,808,False,False,True,808.0,808.0,1
2010-11-01 18:39:00,2010-11-01,586,False,False,True,586.0,586.0,1
2010-11-01 18:40:00,2010-11-01,438,False,False,True,438.0,438.0,1
2010-11-01 18:41:00,2010-11-01,483,False,False,True,483.0,483.0,1
2010-11-01 18:42:00,2010-11-01,948,False,False,True,948.0,948.0,1
2010-11-01 18:43:00,2010-11-01,889,False,False,True,889.0,889.0,1
2010-11-01 18:44:00,2010-11-01,1043,False,False,True,1043.0,1043.0,1
2010-11-01 18:45:00,2010-11-01,666,False,False,True,666.0,666.0,1
2010-11-01 18:46:00,2010-11-01,1221,False,False,True,1221.0,1221.0,1
2010-11-01 18:47:00,2010-11-01,348,False,False,True,348.0,348.0,1
2010-11-01 18:48:00,2010-11-01,410,False,False,True,410.0,410.0,1
2010-11-01 18:49:00,2010-11-01,733,False,False,True,733.0,733.0,1
2010-11-01 18:50:00,2010-11-01,216,False,False,True,216.0,216.0,1
2010-11-01 18:51:00,2010-11-01,1839,False,False,True,1839.0,1839.0,1
2010-11-01 18:52:00,2010-11-01,2288,False,False,True,2288.0,2288.0,1
2010-11-01 18:53:00,2010-11-01,2845,False,False,True,2845.0,2845.0,1
2010-11-01 18:54:00,2010-11-01,3537,False,False,True,3537.0,3537.0,1
2010-11-01 18:55:00,2010-11-01,1043,False,False,True,1043.0,1043.0,1
2010-11-01 18:56:00,2010-11-01,1839,False,False,True,1839.0,1839.0,1
2010-11-01 18:57:00,2010-11-01,918,False,False,True,918.0,918.0,1
2010-11-01 18:58:00,2010-11-01,1147,False,False,True,1147.0,1147.0,1
2010-11-01 18:59:00,2010-11-01,605,False,False,True,605.0,605.0,1
2010-11-01 19:00:00,2010-11-01,372,False,False,True,372.0,372.0,2
2010-11-01 19:01:00,2010-11-01,758,False,False,True,758.0,758.0,2
2010-11-01 19:02:00,2010-11-01,275,False,False,True,275.0,275.0,2
2010-11-01 19:03:00,2010-11-01,586,False,False,True,586.0,586.0,2
2010-11-01 19:04:00,2010-11-01,424,False,False,True,424.0,424.0,2
2010-11-01 19:05:00,2010-11-01,438,False,False,True,438.0,438.0,2
2010-11-01 19:06:00,2010-11-01,142,False,False,True,142.0,142.0,2
2010-11-01 19:07:00,2010-11-01,586,False,False,True,586.0,586.0,2
2010-11-01 19:08:00,2010-11-01,1221,False,False,True,1221.0,1221.0,2
2010-11-01 19:09:00,2010-11-01,948,False,False,True,948.0,948.0,2
2010-11-01 19:10:00,2010-11-01,586,False,False,True,586.0,586.0,2
2010-11-01 19:11:00,2010-11-01,284,False,False,True,284.0,284.0,2
2010-11-01 19:12:00,2010-11-01,666,False,False,True,666.0,666.0,2
2010-11-01 19:13:00,2010-11-01,55,False,False,True,55.0,55.0,2
2010-11-01 19:14:00,2010-11-01,586,False,False,True,586.0,586.0,2
2010-11-01 19:15:00,2010-11-01,758,False,False,True,758.0,758.0,2
2010-11-01 19:16:00,2010-11-01,567,False,False,True,567.0,567.0,2
2010-11-01 19:17:00,2010-11-01,1342,False,False,True,1342.0,1342.0,2
2010-11-01 19:18:00,2010-11-01,1043,False,False,True,1043.0,1043.0,2
2010-11-01 19:19:00,2010-11-01,889,False,False,True,889.0,889.0,2
2010-11-01 19:20:00,2010-11-01,758,False,False,True,758.0,758.0,2
2010-11-01 19:21:00,2010-11-01,360,False,False,True,360.0,360.0,2
2010-11-01 19:22:00,2010-11-01,834,False,False,True,834.0,834.0,2
2010-11-01 19:23:00,2010-11-01,782,False,False,True,782.0,782.0,2
2010-11-01 19:24:00,2010-11-01,438,False,False,True,438.0,438.0,2
2010-11-01 19:25:00,2010-11-01,384,False,False,True,384.0,384.0,2
2010-11-01 19:26:00,2010-11-01,498,False,False,True,498.0,498.0,2
2010-11-01 19:27:00,2010-11-01,451,False,False,True,451.0,451.0,2
2010-11-01 19:28:00,2010-11-01,533,False,False,True,533.0,533.0,2
2010-11-01 19:29:00,2010-11-01,410,False,False,True,410.0,410.0,2
2010-11-01 19:30:00,2010-11-01,782,False,False,True,782.0,782.0,2
2010-11-01 19:31:00,2010-11-01,483,False,False,True,483.0,483.0,2
2010-11-01 19:32:00,2010-11-01,889,False,False,True,889.0,889.0,2
2010-11-01 19:33:00,2010-11-01,1221,False,False,True,1221.0,1221.0,2
2010-11-01 19:34:00,2010-11-01,1301,False,False,True,1301.0,1301.0,2
2010-11-01 19:35:00,2010-11-01,948,False,False,True,948.0,948.0,2
2010-11-01 19:36:00,2010-11-01,861,False,False,True,861.0,861.0,2
2010-11-01 19:37:00,2010-11-01,782,False,False,True,782.0,782.0,2
2010-11-01 19:38:00,2010-11-01,711,False,False,True,711.0,711.0,2
2010-11-01 19:39:00,2010-11-01,861,False,False,True,861.0,861.0,2
2010-11-01 19:40:00,2010-11-01,1261,False,False,True,1261.0,1261.0,2
2010-11-01 19:41:00,2010-11-01,889,False,False,True,889.0,889.0,2
2010-11-01 19:42:00,2010-11-01,889,False,False,True,889.0,889.0,2
2010-11-01 19:43:00,2010-11-01,567,False,False,True,567.0,567.0,2
2010-11-01 19:44:00,2010-11-01,711,False,False,True,711.0,711.0,2
2010-11-01 19:45:00,2010-11-01,918,False,False,True,918.0,918.0,2
2010-11-01 19:46:00,2010-11-01,666,False,False,True,666.0,666.0,2
2010-11-01 19:47:00,2010-11-01,918,False,False,True,918.0,918.0,2
2010-11-01 19:48:00,2010-11-01,624,False,False,True,624.0,624.0,2
2010-11-01 19:49:00,2010-11-01,711,False,False,True,711.0,711.0,2
2010-11-01 19:50:00,2010-11-01,586,False,False,True,586.0,586.0,2
2010-11-01 19:51:00,2010-11-01,666,False,False,True,666.0,666.0,2
2010-11-01 19:52:00,2010-11-01,918,False,False,True,918.0,918.0,2
2010-11-01 19:53:00,2010-11-01,1386,False,False,True,1386.0,1386.0,2
2010-11-01 19:54:00,2010-11-01,918,False,False,True,918.0,918.0,2
2010-11-01 19:55:00,2010-11-01,861,False,False,True,861.0,861.0,2
2010-11-01 19:56:00,2010-11-01,758,False,False,True,758.0,758.0,2
2010-11-01 19:57:00,2010-11-01,515,False,False,True,515.0,515.0,2
2010-11-01 19:58:00,2010-11-01,567,False,False,True,567.0,567.0,2
2010-11-01 19:59:00,2010-11-01,834,False,False,True,834.0,834.0,2
2010-11-01 20:00:00,2010-11-01,782,False,False,True,782.0,782.0,3
2010-11-01 20:01:00,2010-11-01,758,False,False,True,758.0,758.0,3
2010-11-01 20:02:00,2010-11-01,758,False,False,True,758.0,758.0,3
2010-11-01 20:03:00,2010-11-01,711,False,False,True,711.0,711.0,3
2010-11-01 20:04:00,2010-11-01,550,False,False,True,550.0,550.0,3
2010-11-01 20:05:00,2010-11-01,498,False,False,True,498.0,498.0,3
2010-11-01 20:06:00,2010-11-01,688,False,False,True,688.0,688.0,3
2010-11-01 20:07:00,2010-11-01,1342,False,False,True,1342.0,1342.0,3
2010-11-01 20:08:00,2010-11-01,782,False,False,True,782.0,782.0,3
2010-11-01 20:09:00,2010-11-01,396,False,False,True,396.0,396.0,3
2010-11-01 20:10:00,2010-11-01,12,False,False,True,12.0,12.0,3
2010-11-01 20:11:00,2010-11-01,666,False,False,True,666.0,666.0,3
2010-11-01 20:12:00,2010-11-01,758,False,False,True,758.0,758.0,3
2010-11-01 20:13:00,2010-11-01,758,False,False,True,758.0,758.0,3
2010-11-01 20:14:00,2010-11-01,666,False,False,True,666.0,666.0,3
2010-11-01 20:15:00,2010-11-01,498,False,False,True,498.0,498.0,3
2010-11-01 20:16:00,2010-11-01,645,False,False,True,645.0,645.0,3
2010-11-01 20:17:00,2010-11-01,758,False,False,True,758.0,758.0,3
