timestamp,date,activity,non_wear,technical_fault,is_usable_day,activity_cleaned,activity_gaps_filled,hour
2003-11-25 09:00:00,2003-11-25,7,False,False,True,7.0,7.0,0
2003-11-25 09:01:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:02:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:03:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:04:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:05:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:06:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:07:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:08:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:09:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:10:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:11:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:12:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:13:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:14:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:15:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:16:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:17:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:18:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:19:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:20:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:21:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:22:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:23:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:24:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:25:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:26:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:27:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:28:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:29:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:30:00,2003-11-25,5,False,False,True,5.0,5.0,0
2003-11-25 09:31:00,2003-11-25,5,False,False,True,5.0,5.0,0
